flight id:601
flight code:F-14A
origin:US
date:2011-06-01
from:mozdok
to:kobuleti
motor(s):2
mass aircraft:41780
mass fuel:41780
lift coef:1.9650056483374456
drag coef:0.010121101720646569

timestamp,longitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893623.5,2.3384866,-3.28084,-1.0,-0.2,-1.0,795383.7852948,-20338.550519599998,-1.0,111.986166127048,1079.8798956950698,1079.8798956950698,295.0709011758962,0.08052149380182984,3.7201315789355665,83.7,0.27259689667105785
1306893626.03,2.3395372,-3.28084,-1.0,-0.3,-1.0,795640.6750668,-20048.097754399998,-1.0,111.986166127048,1161.7745186710292,1161.7745186710292,293.53529921161936,0.07915873850441642,3.811317979022507,84.3,0.27224398765968433
1306893628.97,2.3410226,-3.28084,-1.0,-0.4,-1.0,796003.798438,-19637.46782,-1.0,134.60557058881585,819.1379429914377,819.1379429914377,291.67366891572306,0.07988789444655553,3.9022978044136645,87.1,0.27189115520124163
1306893631.07,2.3422664,147.3753328,-1.0,2.2,-1.0,796307.8994976,-19293.635788,-1.0,163.9755335157689,366.6171325457598,366.6171325457598,291.2692571547364,0.08040433166699355,3.871143191307219,87.2,0.2718900069072783
1306893631.49,2.3425296,147.57218319999998,-1.0,4.8,-1.0,796372.3023868,-19220.866756800002,-1.0,165.22782524710024,253.2827848690713,253.2827848690713,289.88081094042263,0.08006673895909346,3.8378988510091387,86.7,0.27188947103676214
1306893631.91,2.3428031,147.7034168,-1.0,6.5,-1.0,796439.1330976001,-19145.2762032,-1.0,171.2704033467283,253.28278486907132,253.28278486907132,289.88081094042263,0.08006673895909346,3.8378988510091396,86.70000000000002,0.2718894710367621
1306893632.33,2.343082,147.801842,-1.0,7.6,-1.0,796507.3089528,-19068.176463199998,-1.0,174.55164648520844,366.6171325457597,366.6171325457597,291.2692571547364,0.08040433166699353,3.8711431913072185,87.20000000000002,0.2718900069072783
1306893632.75,2.3433653,147.8674588,-1.0,8.4,-1.0,796576.5674852,-18989.8628124,-1.0,177.19151561714204,819.1379429914375,819.1379429914375,291.67366891572306,0.07988789444655553,3.902297804413664,87.10000000000001,0.2718911552012415
1306893633.17,2.3436532,147.93307560000002,-1.0,8.8,-1.0,796646.9415032,-18910.269634,-1.0,179.94712776760474,1161.7745186710292,1161.7745186710292,293.53529921161936,0.0791587385044164,3.8113179790225065,84.3,0.2722439876596842
1306893633.59,2.3439511,147.96588400000002,-1.0,9.2,-1.0,796719.8089596,-18827.92055,-1.0,185.9782479851768,1079.87989569507,1079.87989569507,295.0709011758962,0.08052149380182984,3.720131578935567,83.7,0.2725968966710579
1306893634.01,2.3442455,148.3595848,-1.0,9.7,-1.0,796791.7905892,-18746.555718,-1.0,183.83023359564527,704.2520724782175,704.2520724782175,296.9205970979708,0.07985863282900177,3.683631999760361,86.10000000000001,0.27295072431760203
1306893634.43,2.3445551,149.4094536,-1.0,10.2,-1.0,796867.4467596,-18660.9914108,-1.0,192.89500717055552,526.9316562901321,526.9316562901321,297.53632663917,0.0800303205722388,3.5815228634418923,88.7,0.2733070016579345
1306893634.85,2.3448659,151.410766,-1.0,10.5,-1.0,796943.3982056,-18575.131827999998,-1.0,193.59074140158555,954.5929073418076,954.5929073418076,299.2167898248299,0.0785464689941294,3.5746423953521274,87.10000000000001,0.2736679487270508
1306893635.69,2.3455094,158.9238896,-1.0,10.8,-1.0,797100.747292,-18397.4415336,-1.0,200.21328054872274,1476.5720996461932,1476.5720996461932,300.4078293873466,0.07552758734925145,3.6779396827910693,85.80000000000001,0.2736948953587218
