flight id:a01
flight code:F-15E
origin:US
date:2011-06-01
from:soganlug
to:krasnodar pashkovsky
motor(s):2
mass aircraft:37637
mass fuel:37637
lift coef:1.6723900635573576
drag coef:0.01254232652701665

timestamp,longitude,latitude,altitude,roll,pitch,yaw,v,heading,air_speed,engine_0,engine_1,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893620.77,4.1750173,6.0305932,-3.28084,-1.0,-0.1,-1.0,22358.071581599997,-1.0,88.33717676258054,7241.008994084028,7241.008994084028,295.591285025616,0.07123966046396965,3.544034906307379,82.89999999999999,0.32149124097940396
1306893623.5,4.1759972,6.0311472,-3.28084,-1.0,-0.2,-1.0,22579.397048,-1.0,88.33717676258054,7359.903122700289,7359.903122700289,294.9278887155549,0.07053388774194995,3.631955359302905,85.60000000000002,0.3212039378297976
1306893625.18,4.1767354,6.0315645,-3.28084,-1.0,-0.3,-1.0,22746.0965284,-1.0,106.47938537524396,5534.398633380042,5534.398633380042,294.97709005413924,0.06926584778568066,3.527794043380501,85.19999999999999,0.32091678778605315
1306893631.49,4.1804544,6.0336669,-3.28084,-1.0,-0.7,-1.0,23585.9259516,-1.0,140.36009692729303,3762.4786698094863,3762.4786698094863,296.0993052953308,0.06970785558601239,3.6040563105681573,85.3,0.3206297908481704
1306893632.33,4.1810648,6.034012,119.1929172,-1.0,0.4,-1.0,23723.7868484,-1.0,198.16543547579727,1936.787753626717,1936.787753626717,294.98740343732163,0.07007304499838604,3.6393143119741485,87.0,0.32062887221299974
1306893632.75,4.1813781,6.0341891,119.45538439999999,-1.0,3.4,-1.0,23794.521758799998,-1.0,175.79702180115996,1936.7877536267165,1936.7877536267165,294.98740343732163,0.07007304499838603,3.6393143119741485,87.0,0.3206288722129997
1306893633.17,4.1816964,6.034369,119.58661800000002,-1.0,5.4,-1.0,23866.4049632,-1.0,178.3944718747574,3762.4786698094863,3762.4786698094863,296.0993052953308,0.0697078555860124,3.6040563105681573,85.3,0.3206297908481702
1306893633.59,4.1820259,6.0345552,119.7178516,-1.0,6.7,-1.0,23940.8144144,-1.0,184.34670430259325,5534.398633380041,5534.398633380041,294.97709005413924,0.06926584778568066,3.5277940433805015,85.2,0.32091678778605304
1306893634.01,4.1823516,6.0347394,119.78346839999999,-1.0,7.6,-1.0,24014.3708472,-1.0,182.4265344185306,7359.903122700289,7359.903122700289,294.9278887155549,0.07053388774194996,3.6319553593029044,85.6,0.32120393782979756
1306893634.43,4.1826943,6.034933,119.8490852,-1.0,8.1,-1.0,24091.7330544,-1.0,191.5455011936899,7241.008994084026,7241.008994084026,295.591285025616,0.07123966046396965,3.544034906307379,82.9,0.32149124097940385
1306893634.85,4.1830386,6.0351276,119.8490852,-1.0,8.5,-1.0,24169.4889624,-1.0,192.44934059036524,5423.50150867348,5423.50150867348,295.2547407287482,0.07209439748653637,3.5960902413146862,85.20000000000002,0.3217785441290102
1306893635.27,4.1833909,6.0353268,120.078744,-1.0,8.9,-1.0,24249.049332399998,-1.0,196.7449400557753,3542.624743115805,3542.624743115805,296.6240579513188,0.07509901863466739,3.5716247240841748,85.50000000000003,0.3220663831491326
1306893635.69,4.1837524,6.0355311,120.8005288,-1.0,9.4,-1.0,24330.6438232,-1.0,201.57056474091422,1690.2180145765876,1690.2180145765876,299.36833374671113,0.0766774448154795,3.6280582531924837,85.30000000000001,0.32235590633373457
1306893636.11,4.184116,6.0357365,122.2769068,-1.0,9.7,-1.0,24412.73044,-1.0,202.82603897116957,223.47967548174816,223.47967548174816,297.99179286279127,0.07655223631071635,3.6371967141402233,86.30000000000001,0.3226488744002262
1306893636.53,4.1844868,6.0359459,124.77034520000001,-1.0,9.9,-1.0,24496.39186,-1.0,206.58136326088604,402.445201040928,402.445201040928,297.60528311056083,0.07506066483761767,3.6472665816437977,85.90000000000002,0.3226618883984764
1306893636.95,4.1848647,6.0361593,128.4120776,-1.0,10.1,-1.0,24581.628083199997,-1.0,210.5464075775354,705.3832244698228,705.3832244698228,298.59421825515153,0.07830261531483984,3.677867681171109,87.50000000000001,0.3226827873486077
1306893637.37,4.1852516,6.0363775,133.366146,-1.0,10.2,-1.0,24668.832810400003,-1.0,215.20918509751363,935.7058768527903,935.7058768527903,296.7723791306174,0.07583729285031146,3.687479550314494,90.60000000000001,0.32271493957957886
1306893637.79,4.1856373,6.0365947,139.4685084,-1.0,10.3,-1.0,24755.676645199997,-1.0,214.65095989092373,1100.639806996698,1100.639806996698,295.8083072978622,0.07601198137128111,3.705391653592025,91.7,0.3227610244439708
1306893639.47,4.1872661,6.037508,177.6902944,-1.0,10.3,-1.0,25120.7685204,-1.0,226.10209374108226,1770.8185367843544,1770.8185367843544,297.10206691981193,0.07659945750251286,3.7219120181871146,92.9,0.3228961403669804
1306893641.15,4.1889912,6.0384637,236.08924639999998,-0.3,10.3,51.4,25503.3144644,-1.0,238.5511072062801,2077.598056980299,2077.598056980299,297.8031733151495,0.07575768412444535,3.770481640884925,92.9,0.3231673674011011
1306893641.57,4.1894384,6.0387091,253.5433152,-0.3,10.0,51.4,25601.6084308,-1.0,246.62658543625543,2689.114156366087,2689.114156366087,297.912608670157,0.07446946556758825,3.753164946314533,92.9,0.323479320594452
1306893642.41,4.1903576,6.0392095,291.7322928,-0.6,10.0,51.4,25802.231796800002,-1.0,252.7592992849886,3131.0517287204184,3131.0517287204184,298.8622410710229,0.07371555320892226,3.7084246102939726,89.9,0.32387984552883514
1306893642.83,4.1908229,6.039461,312.1391176,-0.7,10.0,51.4,25903.1176268,-1.0,255.36378553514845,3468.949393872547,3468.949393872547,298.7042388094925,0.07202811099453806,3.6453224197963325,90.70000000000002,0.3243263022217485
1306893643.25,4.1912982,6.0397166,333.5958112,-0.7,10.0,51.3,26005.7094936,-1.0,260.36219806967256,3820.876073651075,3820.876073651075,298.4128878949996,0.0710621216409668,3.5748691583408383,92.20000000000002,0.32481937964957014
1306893643.67,4.191785,6.0399772,355.9055232,-1.0,9.6,51.3,26110.3026728,-1.0,266.149717669745,4020.6407388977577,4020.6407388977577,299.83646993969074,0.06964375371598862,3.5863572794980416,93.50000000000001,0.32535869504764536
1306893644.09,4.1922733,6.0402372,378.0183848,-1.2,9.3,51.3,26214.7646184,-1.0,266.4336725747084,4290.634125974189,4290.634125974189,298.81766268881404,0.06903648297072587,3.509194321701601,93.10000000000001,0.3259411097458081
1306893644.51,4.1927729,6.0405019,399.9015876,-1.4,9.0,51.2,26321.129451200002,-1.0,271.72720895104493,4924.253102345361,4924.253102345361,298.8970625732626,0.07153450131758088,3.568402525611951,92.7,0.32656302575630675
1306893644.93,4.1932746,6.0407665,420.7021132,-1.6,8.7,51.2,26427.5270924,-1.0,272.16719965442206,5472.177575261232,5472.177575261232,299.5130823862905,0.07413153346908324,3.5947469964884604,93.4,0.3272192374798413
1306893645.35,4.1937906,6.0410376,440.58400359999996,-1.8,8.4,51.2,26536.582214000002,-1.0,279.0609862495024,6240.384373129785,6240.384373129785,300.187062447768,0.07507048715766224,3.5130433214246737,90.9,0.32783265611501183
1306893645.77,4.1943116,6.0413104,458.85828240000006,-2.1,8.2,51.2,26646.326312,-1.0,281.0529253561582,6998.852244453159,6998.852244453159,300.69115842886276,0.07640555409526792,3.472354754371013,91.30000000000001,0.32835245051571177
1306893646.19,4.1948464,6.0415897,475.6561832,-2.4,8.0,51.2,26758.7278904,-1.0,287.78416702749934,7464.41624606475,7464.41624606475,301.1056925704425,0.07661571570624937,3.4181607184240157,88.10000000000002,0.3288707138577941
1306893646.61,4.1953877,6.0418719,490.5511968,-2.7,7.8,51.0,26872.3105712,-1.0,290.64223605088057,7610.621213409919,7610.621213409919,298.7188469621406,0.07655004830569384,3.4663171802271173,87.8,0.3293346246189489
1306893647.03,4.1959356,6.0421572,503.47770640000005,-3.0,7.7,51.0,26987.1727796,-1.0,293.75587819600867,7804.054469226038,7804.054469226038,298.3621359531711,0.07937644475091597,3.5059899151436738,89.00000000000001,0.32978108131186223
1306893647.46,4.1965031,6.0424528,514.7966044,-3.3,7.8,51.0,27106.2016548,-1.0,296.885926197591,7990.772291529351,7990.772291529351,299.08764202941586,0.07952366550590588,3.5997685454858197,86.10000000000001,0.3302038831491326
1306893647.88,4.1970728,6.0427499,524.7375496,-3.6,8.0,50.8,27225.7882728,-1.0,304.97705603698785,8243.521701594955,8243.521701594955,298.2835749694771,0.08240897265954188,3.5974853259339787,83.10000000000001,0.33059782453145986
1306893648.3,4.1976481,6.0430506,533.9239016,-3.9,8.3,50.7,27346.818460399998,-1.0,308.0995636482574,8551.400510057963,8551.400510057963,300.38846467835157,0.0806119127657323,3.5981348990704616,83.60000000000001,0.3309616040590189
1306893648.72,4.1982314,6.0433564,543.0446368,-4.2,8.6,50.6,27469.817151999996,-1.0,312.44133487235933,9039.54668154456,9039.54668154456,300.55163192251615,0.07907600403477909,3.5350711746223746,82.9,0.33129560449646417
1306893649.14,4.1988151,6.0436635,552.3950308,-4.4,8.9,50.6,27593.340778,-1.0,313.1840640279583,9678.197031809228,9678.197031809228,302.2706799356191,0.0760814657366383,3.5613551605222415,82.4,0.33160288796103116
1306893649.56,4.1994174,6.0439816,562.6312516,-4.4,9.2,50.3,27721.2279212,-1.0,323.4042780177974,10286.938054832588,10286.938054832588,303.0030801771544,0.0754806968351671,3.5206998219293775,84.40000000000002,0.3318876648639183
1306893649.98,4.2000197,6.0443008,573.6876824000001,-4.4,9.4,50.2,27849.541573600003,-1.0,323.778026027724,10815.553835123337,10815.553835123337,303.0823223466066,0.07448914084632889,3.527080625689056,85.50000000000001,0.332155600122011
1306893650.4,4.2006361,6.0446289,585.958024,-4.4,9.4,50.0,27981.332916399995,-1.0,331.89100161001153,11772.352405953283,11772.352405953283,302.02843448237974,0.07447915207781644,3.5116529607088833,87.00000000000001,0.33241297107564177
1306893650.82,4.2012537,6.0449586,599.2782344,-4.4,9.4,50.0,28113.7804272,-1.0,333.10418606930835,12389.423366631701,12389.423366631701,303.44106812665973,0.07438555685188349,3.5125895102563214,88.90000000000002,0.33266666748859014
1306893656.92,4.2109859,6.0501151,940.7152532,50.6,23.5,57.8,30186.615139199996,-1.0,360.95372116273506,13092.568228324773,13092.568228324773,301.47181641263785,0.07456122512874927,3.599645775116765,86.9,0.33368688839847643
