flight id:801
flight code:F-15C
origin:US
date:2011-06-01
from:mozdok
to:mineralnyevody
motor(s):2
mass aircraft:29498
mass fuel:29498
lift coef:1.408162940600709
drag coef:0.016385370250972982

1306893630.65,7.487179,3.1783563,-3.28084,-1.0,-0.8,-1.0,2245197.9393004,-934220.6335696,-1.0,303.5816715974697,9008.481578812305,9008.481578812305,295.2809755748811,0.07674322979700722,3.4551615578063695,85.3,0.33667613448166683
1306893631.07,7.4868134,3.1783103,155.64304959999998,-1.0,2.4,-1.0,2245100.5639692,-934248.6191347999,-1.0,303.5816715974697,10034.899300312809,10034.899300312809,295.1483441133964,0.07435701053135023,3.4406992609317415,85.6,0.3366709288823668
1306893631.49,7.4864484,3.1782644,155.77428319999999,-1.0,4.7,-1.0,2245003.35268,-934276.4078496,-1.0,159.65793042418497,13353.349084313753,13353.349084313753,295.7583271598117,0.07377333202714527,3.4963797749592898,86.1,0.3366689385061638
1306893631.91,7.4860695,3.1782167,155.8727084,-1.0,6.3,-1.0,2244902.46685,-934305.31205,-1.0,165.88203772515539,17931.101716150486,17931.101716150486,297.5791974188256,0.07516455962536268,3.496030522601132,84.39999999999999,0.33666832608271674
1306893632.33,7.4856834,3.1781682,155.9383252,-1.0,7.3,-1.0,2244799.7437496,-934334.83961,-1.0,169.01983381369686,21325.089285028247,21325.089285028247,296.5128632668502,0.0759204197182467,3.4859342170565486,85.0,0.3366680964239241
1306893632.75,7.4852914,3.1781188,156.003942,-1.0,7.9,-1.0,2244695.3802292,-934364.6624456,-1.0,171.72038194631227,21325.08928502825,21325.08928502825,296.5128632668502,0.0759204197182467,3.4859342170565486,85.00000000000001,0.3366680964239241
1306893633.17,7.4848934,3.1780688,156.03675040000002,-1.0,8.4,-1.0,2244589.5731392,-934395.1414492,-1.0,174.25051800835467,17931.101716150486,17931.101716150486,297.5791974188256,0.07516455962536268,3.4960305226011315,84.4,0.3366683260827167
1306893633.59,7.4844819,3.178017,156.1351756,-1.0,8.8,-1.0,2244480.0587,-934426.5062796,-1.0,180.43850493703007,13353.349084313757,13353.349084313757,295.7583271598117,0.07377333202714527,3.49637977495929,86.10000000000002,0.33666893850616375
1306893634.01,7.4840754,3.1779659,156.6273016,-1.0,9.2,-1.0,2244371.79098,-934457.5758343999,-1.0,178.36027590990253,10034.89930031281,10034.89930031281,295.1483441133964,0.07435701053135024,3.4406992609317415,85.60000000000001,0.3366709288823667
1306893634.43,7.4836482,3.1779121,157.87402079999998,-1.0,9.7,-1.0,2244258.2082992,-934490.1545756,-1.0,187.33395449898157,9008.481578812305,9008.481578812305,295.2809755748811,0.07674322979700722,3.4551615578063695,85.3,0.3366761344816669
1306893634.85,7.4832194,3.177858,160.10499199999998,-1.0,9.9,-1.0,2244143.9694504,-934522.8645504,-1.0,188.44309459441874,9542.782521501462,9542.782521501462,295.73478215039086,0.074339688576787,3.5060395588293054,86.89999999999999,0.3370573680774674
1306893635.27,7.4827808,3.1778026,163.4842572,-1.0,10.1,-1.0,2244027.30278,-934556.4931604,-1.0,192.6717664218702,10102.090082273613,10102.090082273613,295.4228931421048,0.0776861945624485,3.539661716959279,86.39999999999999,0.33707566422794855
1306893638.63,7.4789812,3.1773113,238.81234360000002,0.2,10.1,-1.0,2243016.6072095996,-934851.2766343999,-1.0,209.6549217672517,10428.750023942754,10428.750023942754,295.8973447758386,0.07648015882820033,3.4777270960007454,84.3,0.337269419696015
1306893639.47,7.4779076,3.1771663,273.91733159999995,0.3,10.1,-1.0,2242731.1741295997,-934936.87375,-1.0,238.97818371760826,11082.241508674799,11082.241508674799,295.3206203274116,0.07410506127099302,3.4385458894086467,85.10000000000001,0.33754485714133436
1306893639.89,7.4773579,3.1770906,294.12730600000003,0.4,10.1,-1.0,2242585.1767495996,-934981.16509,-1.0,245.25335095697062,12794.01929091175,12794.01929091175,295.4950742641723,0.07454808947351746,3.463837095955571,87.10000000000001,0.33786729808621624
1306893640.31,7.4767896,3.1770113,316.5026348,0.5,10.1,-1.0,2242434.2581096,-935027.2937004,-1.0,254.15307187098927,14830.501514769267,14830.501514769267,294.6020885106936,0.07547494246865274,3.531824167163663,87.4,0.33824179502409907
1306893640.73,7.4762083,3.1769289,340.8464676,0.6,10.1,-1.0,2242279.8617792,-935075.0955392,-1.0,260.7252555172878,17717.393936610984,17717.393936610984,295.15874767762284,0.0741594309782695,3.612428848175502,87.60000000000001,0.33867301768376656
1306893641.57,7.4750054,3.1767539,394.8162856,0.9,10.1,-1.0,2241960.5704304003,-935175.4564347999,-1.0,270.53714730296286,21388.366659634186,21388.366659634186,297.5555245280318,0.0763504796542501,3.609009429356836,84.9,0.33922994025594505
1306893641.99,7.4743848,3.1766615,423.4580188,1.1,9.8,-1.0,2241796.1347295996,-935228.0483,-1.0,279.42291906229894,24329.190014681433,24329.190014681433,298.80397262454534,0.07429671018604084,3.666075116770921,86.9,0.3398525452428216
1306893642.41,7.473747,3.1765649,452.49345279999994,1.3,9.4,-1.0,2241626.9746192,-935282.7070944,-1.0,287.72133458231554,27031.710180839407,27031.710180839407,299.83596773331783,0.07493980703027796,3.6751849480717964,88.39999999999999,0.3405399905621567
1306893642.83,7.4731023,3.1764658,480.8399104,1.6,9.0,-1.0,2241456.1412804,-935338.4813743999,-1.0,290.62276999170274,29392.772659013903,29392.772659013903,298.63284323066006,0.07512427260930511,3.607710606907211,87.10000000000001,0.34128837201447526
1306893643.25,7.4724376,3.1763622,508.46458319999994,1.9,8.6,-1.0,2241280.0257892,-935396.3882003999,-1.0,299.54322930252584,31029.155541977125,31029.155541977125,298.1583989228798,0.07244217305632135,3.6556713443107,90.3,0.34209332608271675
1306893643.67,7.4717502,3.1762539,535.0065787999999,2.2,8.3,-1.0,2241097.9391692,-935456.7884647999,-1.0,309.6344980533007,32694.36143303526,32694.36143303526,297.98028760466116,0.07309453235394842,3.683463377964741,91.2,0.3427844459427342
1306893644.09,7.4710542,3.176143,559.5144536,2.6,8.0,-1.0,2240913.5887696,-935518.40264,-1.0,313.2526986785382,35321.91760703833,35321.91760703833,298.8463329888054,0.07342143484393199,3.7031155094667656,90.0,0.34345083920607633
