flight id:901
flight code:F-16A
origin:US
date:2011-06-01
from:kutaisi
to:krasnodar center
motor(s):1
mass aircraft:19518
mass fuel:19518
lift coef:2.2203235305245417
drag coef:0.01657331436821066

timestamp,longitude,latitude,altitude,roll,pitch,yaw,u,v,heading,air_speed,engine_0,temperature_in,humidity_in,pressure_in,heart_rate,oxygen_mask
1306893618.24,4.9564642,4.4491639,-3.28084,-1.0,-0.3,-1.0,1520405.9541648,-537590.896468,-1.0,65.3907155960535,10209.65804446213,302.39047580327355,0.07663619791365667,3.6920663390202364,89.5,0.3143023364232464
1306893621.61,4.9552532,4.4487855,-3.28084,-1.0,-0.4,-1.0,1520095.9147847998,-537755.8242948,-1.0,65.3907155960535,7475.002176713008,302.8952822883586,0.07696489078997726,3.603676642902206,88.1,0.31405093659822453
1306893623.08,4.9545765,4.448574,-3.28084,-1.0,-0.5,-1.0,1519922.7520496,-537847.9830904,-1.0,85.26902369522706,4786.527691872601,303.4365882255998,0.07618095180027422,3.631523505015354,88.3,0.3137997664319953
1306893624.34,4.9539183,4.4483683,-3.28084,-1.0,-0.6,-1.0,1519754.1824904,-537937.6484476001,-1.0,97.5841655559344,3511.598310163382,305.2874272414199,0.07648786467366551,3.7217449670507707,87.89999999999999,0.31354897903042045
1306893625.18,4.953448,4.4482213,-3.28084,-1.0,-0.7,-1.0,1519633.8412792,-538001.6904444,-1.0,104.90352587223389,2796.112625944731,302.4967440913054,0.07854669054618357,3.6706467493602184,87.39999999999999,0.3132987274993619
1306893626.03,4.9529339,4.4480607,103.7401608,-1.0,-0.8,-1.0,1519502.18117,-538071.70357,-1.0,142.5955274267805,2796.112625944731,302.4967440913054,0.07854669054618357,3.6706467493602184,87.4,0.3132987274993619
1306893630.65,4.949627,4.4470271,103.96981960000001,-1.0,0.9,-1.0,1518655.6260248,-538522.0644767999,-1.0,135.73594221829444,3511.5983101633824,305.2874272414199,0.07648786467366551,3.721744967050771,87.9,0.31354897903042045
1306893631.07,4.949276,4.4469174,104.1994784,-1.0,3.8,-1.0,1518565.6982004,-538569.8663156,-1.0,159.53875510366424,4786.5276918726,303.4365882255998,0.07618095180027423,3.631523505015354,88.30000000000001,0.31379976643199525
1306893631.49,4.9489257,4.4468079,104.3635204,-1.0,5.6,-1.0,1518476.0000347998,-538617.5697292,-1.0,159.13331076631917,7475.002176713007,302.8952822883586,0.07696489078997726,3.6036766429022067,88.1,0.3140509365982245
1306893631.91,4.948562,4.4466942,104.46194559999999,-1.0,6.9,-1.0,1518382.8897956,-538667.1104132,-1.0,165.41961855091506,10209.65804446213,302.39047580327355,0.07663619791365667,3.6920663390202364,89.5,0.31430233642324634
1306893632.33,4.9481915,4.4465784,104.5603708,-1.0,7.7,-1.0,1518288.0735196,-538717.5697324,-1.0,168.5630761304387,12956.451973570056,301.7941257830203,0.07990800423885559,3.59280727919316,92.2,0.31455396590706086
1306893632.75,4.9478153,4.4464608,104.6259876,-1.0,8.2,-1.0,1518191.6824404,-538768.7836448,-1.0,171.3977193687882,15631.142241219646,302.0058991123745,0.08017435529266269,3.6139120397631195,94.4,0.31480574849673715
1306893633.17,4.9474334,4.4463415,104.658796,-1.0,8.6,-1.0,1518093.9790252,-538820.8177672,-1.0,173.8971110762253,17365.246677780655,300.19659531519636,0.07837873487909187,3.562430341333554,95.20000000000002,0.3150576076393443
1306893633.59,4.9470386,4.446218,105.01968839999999,-1.0,9.0,-1.0,1517992.8963448,-538874.5907348,-1.0,180.06690503738636,17999.5914730302,300.0898525559928,0.078986547867178,3.557166256754834,97.60000000000002,0.3153103088641912
1306893634.01,4.9466486,4.4460961,105.97113199999998,-1.0,9.6,-1.0,1517893.0275752002,-538927.7075344,-1.0,177.83395314897018,18630.05088876251,300.36974810034457,0.07590510197766424,3.5278110535280938,96.69999999999999,0.31556523012403376
1306893634.43,4.9462387,4.4459679,107.9068276,-1.0,9.9,-1.0,1517788.0406952,-538983.5802396,-1.0,187.28462632655263,18515.569878961014,299.97028656555756,0.0772464900565952,3.5168339902946673,95.4,0.31557495234625593
1306893634.85,4.9458271,4.4458391,110.92520040000001,-1.0,10.1,-1.0,1517682.7585396,-539039.6497952,-1.0,187.893673661689,18604.95302543021,300.0233687457378,0.07892936181066118,3.5652808009970864,94.4,0.3155911815676033
1306893639.05,4.9412414,4.4443828,217.2572248,-1.0,10.5,246.9,1516509.3333052,-539672.4582144,-1.0,211.28508237095576,19678.752720639393,301.6324073495895,0.079492248653406,3.6071173304318047,96.2,0.31585498296742837
1306893639.47,4.9407152,4.4442117,237.2375404,-1.0,10.4,246.9,1516374.72044,-539746.5067732,-1.0,245.65694970213045,20704.20660407873,300.4906158939043,0.07768947918967074,3.6091984447153034,94.60000000000001,0.3161650223375071
1306893639.89,4.9401881,4.444039,258.66142560000003,-1.0,10.4,246.9,1516240.0091496,-539821.2115,-1.0,246.6067743531115,25232.977357712316,299.68290840883236,0.07693411908836176,3.6174749883517827,95.4,0.31652482111266017
1306893640.73,4.9390882,4.4436746,307.5131332,0.7,10.4,246.9,1515959.0708204,-539978.4949696,-1.0,258.4535652264151,30475.3446500127,299.2976711438808,0.0732194802946812,3.673611642192572,94.6,0.31699837754310634
1306893641.15,4.9385182,4.4434837,334.7441052,0.7,10.4,247.0,1515813.4999496,-540060.7784368,-1.0,269.1413870655162,36827.57222032815,298.50602637238507,0.07129146443164494,3.7408074963242064,95.39999999999999,0.3175353198003242
1306893641.57,4.9379408,4.4432887,363.2546048,1.0,10.2,247.0,1515666.059,-540144.6367072,-1.0,273.32025872818485,44940.78417322528,300.5156397355977,0.0726365768456691,3.7233884015035223,92.5,0.31813871000154903
1306893641.99,4.9373503,4.4430876,392.74935639999995,1.2,10.0,247.0,1515515.3372104,-540231.0540328,-1.0,280.16001494706074,51299.0052534887,299.7488564504095,0.07269394295906113,3.6392006804901005,88.89999999999999,0.31881007920539856
1306893642.41,4.9367445,4.4428797,422.67061720000004,1.5,9.7,247.1,1515360.8424548,-540320.3256892,-1.0,287.7678022216447,55244.77393436569,301.0413018865964,0.07587554858639413,3.7577334247301106,89.60000000000001,0.31954904464721834
1306893642.83,4.9361331,4.4426682,451.9029016,1.7,9.2,247.1,1515204.9041296,-540411.0081067999,-1.0,290.6990633868256,59605.22967692457,302.09570482859374,0.07672870853412066,3.6924358425669883,89.0,0.3203517021275333
1306893643.25,4.9355038,4.442449,480.4134012,2.0,8.7,247.1,1515044.4382452,-540504.8729392,-1.0,299.3360161439776,62298.847702350904,300.6787759003192,0.0768387916161566,3.6713947808534915,86.7,0.3212138412351449
1306893643.67,4.9348542,4.4422212,507.67718160000004,2.4,8.3,247.1,1514878.8542504,-540602.3466956,-1.0,309.03698294152775,64379.990567675,298.4918793787235,0.0770815711352975,3.5902362548565816,84.9,0.32189148777932686
1306893644.09,4.9341973,4.4419896,532.7099908,2.8,8.0,247.1,1514711.4329852,-540701.3624468,-1.0,312.3358348095328,69229.61897658191,300.01788915958906,0.07605434471429225,3.6751095484640803,85.9,0.3225809234748649
1306893644.51,4.9335202,4.44175,555.774296,3.2,7.7,247.3,1514538.8936096,-540803.7246548,-1.0,321.7754138718131,73311.22505797344,301.6057061824806,0.0770055959365314,3.658100486207311,87.10000000000001,0.32327418681694725
1306893644.93,4.9328353,4.4415068,576.3451627999999,3.6,7.7,247.3,1514364.38573,-540907.5960492,-1.0,325.29886225162153,78231.43224797705,302.1403021532386,0.08066744727488359,3.5925361639894224,87.30000000000001,0.32390146153260774
1306893645.35,4.9321257,4.4412546,594.9147172,4.1,7.7,247.4,1514183.6442544,-541015.2732180001,-1.0,336.7847374185731,83674.23858476928,302.92588938816664,0.08172490868114494,3.540545598551998,85.2,0.324508526274515
1306893645.77,4.9314042,4.440999,611.9094683999999,4.3,7.8,247.4,1513999.8187892,-541124.4267648,-1.0,342.0822771552862,89285.45615852374,301.7478683228448,0.08165618860996206,3.6690969143115897,87.50000000000001,0.32508872093768204
1306893646.19,4.9306589,4.4407366,628.5433272,4.5,8.2,247.6,1513809.8253447998,-541236.6314928001,-1.0,353.15299797885586,95104.6894876869,301.6119748747663,0.0813921418566244,3.740710535483793,88.9,0.3256389068519428
1306893646.61,4.9299001,4.4404716,645.5380784,4.7,8.6,247.7,1513616.35421,-541350.08294,-1.0,359.0888477991914,102075.48416590145,300.10474020278025,0.08048143436012363,3.6198826394550716,88.4,0.32615893091143533
1306893647.03,4.9291286,4.4402042,663.5170816,4.8,9.0,247.7,1513419.6022352,-541464.6498728,-1.0,364.72498826207334,109148.76855257819,298.9639397957674,0.07740995440839005,3.5943026929152615,88.9,0.32665269731563484
1306893647.46,4.9283256,4.4399283,683.4645888,4.8,9.4,248.0,1513214.7465856,-541583.0881968,-1.0,370.5232290969353,116517.15918153654,298.1230244941655,0.07639494772981818,3.575008345159954,90.7,0.3271264834048737
1306893647.88,4.9275157,4.4396524,705.0853244,4.8,9.6,248.1,1513008.0536656,-541701.5921376001,-1.0,382.37509433907064,124016.60328335577,300.72120223577093,0.07722242965781169,3.576898638125614,90.39999999999999,0.32758710239000055
1306893648.3,4.9266936,4.4393746,728.5761388,4.8,9.6,248.3,1512798.2111392,-541821.0803304,-1.0,387.8878515734238,131798.52141118856,298.55572006198827,0.07998535612924026,3.506085743427962,92.5,0.32804412338737576
1306893648.72,4.9258555,4.4390938,753.8714152,5.0,9.6,248.4,1512584.1363292001,-541942.0777096,-1.0,395.34849747183625,139484.5822705999,297.2856110853364,0.07833063443952792,3.461877940688859,90.20000000000002,0.32850634998405126
1306893649.14,4.9250137,4.4388134,781.6929384,-2.6,13.0,248.4,1512369.0116504,-542062.9110468,-1.0,397.1551491159431,147309.73440118934,296.77828525800066,0.07687829187709672,3.4818917002331804,87.60000000000001,0.32898549477845196
1306893649.56,4.9241511,4.438524,815.4527820000001,-26.2,14.2,247.9,1512148.7032444,-542187.51735,-1.0,408.59278234420424,155377.6066253544,295.2378936302498,0.07794222161064326,3.5235195202024774,86.4,0.3295000835798518
1306893649.98,4.9233054,4.438226,853.4777176,-37.9,15.1,246.5,1511933.1848648,-542314.9123671999,-1.0,405.06393886801516,163202.9949203237,294.0234327510094,0.07646309434939372,3.429803671430277,87.10000000000001,0.330063742809948
1306893650.4,4.9224625,4.437908,895.2428108,-40.7,15.1,244.9,1511719.0116296,-542449.5252323999,-1.0,410.0695343956901,168241.28621491333,294.1228034011892,0.07671642365710583,3.336633130899479,86.30000000000001,0.3306860415851011
1306893650.82,4.9216425,4.4375771,938.6811324,-47.2,16.2,243.2,1511511.3016492,-542588.3047644,-1.0,405.34035650630125,170704.50609691895,295.61423461931145,0.07754106036980497,3.451086812442731,87.60000000000002,0.33137004202254644
1306893656.92,4.9112995,4.4315281,1354.6588359999998,-47.2,16.2,225.3,1508947.71889,-545022.3271519999,-1.0,390.7809564039549,169044.58742979597,297.3433933518248,0.07760231601450412,3.567134985572056,88.5,0.33298270606454117
1306893657.13,4.9110009,4.4312844,1358.9895448,-47.2,16.2,224.4,1508875.8356856,-545117.7667876,-1.0,380.54513888520984,161176.28464117128,297.80297845268757,0.07860812957589385,3.5077108271408712,88.2,0.3345589309114353
1306893657.34,4.9107117,4.4310404,1362.8937444,-47.2,16.2,223.4,1508806.4459196,-545213.0751896,-1.0,375.2991979153179,143364.03061133105,296.26264527271013,0.07639098509523495,3.5618293896815145,89.30000000000001,0.3360938171756523
1306893657.55,4.9104279,4.4307929,1366.5026684,-47.2,7.7,222.4,1508738.56534,-545309.5975023999,-1.0,375.5826849376013,126468.700573148,297.16220292688917,0.0741960332808866,3.520906296975,86.7,0.33758231236375374
1306893657.76,4.9101576,4.4305488,1369.6850832,-47.2,7.7,221.4,1508674.1952592,-545404.5450119999,-1.0,364.8239345817816,118310.26995133147,296.43461194411896,0.07731529954635984,3.503158110547959,86.0,0.3390192108764397
1306893657.97,4.9098814,4.4302903,1372.7690728,-47.2,7.8,220.4,1508608.6768844,-545504.8730992,-1.0,381.38312902163153,121799.89652264316,296.6249697627616,0.07807026057259775,3.56346467593799,86.9,0.3403983884792393
1306893658.18,4.9096278,4.4300439,1375.4265532,-47.2,7.9,219.3,1508548.8015544,-545600.3127348,-1.0,358.07389933525445,132758.8707853009,296.36134935549177,0.07650892614426356,3.5608694244265635,89.80000000000001,0.3417049939035613
1306893658.39,4.9093656,4.4297792,1378.0184167999998,-47.2,7.9,218.2,1508487.1873792,-545702.5765176,-1.0,379.8630995436102,131367.38367059943,298.17976223257403,0.07829915855835747,3.546841857551289,88.10000000000001,0.34292892216252896
1306893658.6,4.9091209,4.429522,1380.2821964,-47.2,8.0,217.1,1508429.9695295999,-545801.7891192,-1.0,364.02922537084953,133686.49799304735,297.9625084513676,0.0766633821016267,3.582187310631339,88.80000000000001,0.34406068069271273
1306893658.81,4.9088838,4.4292625,1382.3491256,-47.2,8.1,216.0,1508374.8186092,-545901.5922719999,-1.0,362.3596252137514,131915.97548053734,298.56666547917774,0.07529999517952084,3.563220590933676,85.9,0.34509590597705214
1306893659.02,4.9086547,4.4290008,1384.2520128,-47.2,8.2,214.8,1508321.89866,-546002.0515928001,-1.0,360.75856943729286,126422.2421343122,296.8867201641005,0.07850854934426924,3.44173940335771,86.5,0.3451649567207092
1306893659.23,4.9084282,4.4287307,1386.0236664,-47.2,8.3,213.7,1508269.9301544,-546105.4964780001,-1.0,367.93450257210793,128987.99547491802,298.3898988350831,0.07654837290703169,3.4549675880275923,87.80000000000001,0.34522803633575727
1306893659.44,4.9082214,4.4284725,1387.5984696,-47.2,8.3,212.4,1508222.8501004,-546204.1841452,-1.0,347.05325290926584,132334.50275326188,299.47455917826267,0.07715647020143462,3.4403120344282536,87.8,0.3452856806927126
1306893659.65,4.9080145,4.4282022,1389.0748475999999,-60.1,8.4,211.3,1508176.0981304,-546307.268138,-1.0,359.52430521444654,128672.54567585538,300.8729292004487,0.07844504047513111,3.5295352487047094,89.70000000000002,0.34533834910916056
1306893659.86,4.9078182,4.4279327,1390.419992,-60.1,8.5,210.0,1508132.1348744,-546409.8928132,-1.0,354.4874551384311,129300.79011423035,302.6478824287883,0.07671660207949431,3.630001190400515,92.90000000000002,0.345386730561479
